Date,School,Opponent
1/21/2016,Southern Utah,Northern Colorado
1/21/2016,St. Francis (NY),Wagner
1/21/2016,Stanford,Arizona
1/21/2016,Tennessee-Martin,Belmont
1/21/2016,Texas-Arlington,Arkansas State
1/21/2016,Texas-El Paso,Florida Atlantic
1/21/2016,Texas-San Antonio,Florida International
1/21/2016,Texas State,Arkansas-Little Rock
1/21/2016,Towson,College of Charleston
1/21/2016,Virginia Military Institute,Samford
1/21/2016,Washington State,Utah
1/21/2016,Western Carolina,Citadel
1/21/2016,William & Mary,Elon
1/22/2016,Brown,Yale
1/22/2016,George Mason,Duquesne
1/22/2016,George Washington,Rhode Island
1/22/2016,Iona,Saint Peter's
1/22/2016,Marist,Fairfield
1/22/2016,Niagara,Canisius
1/22/2016,Northern Illinois,Toledo
1/22/2016,Northern Kentucky,Illinois-Chicago
1/22/2016,Stony Brook,Albany (NY)
1/22/2016,Wright State,Valparaiso
1/23/2016,Air Force,Fresno State
1/23/2016,Akron,Miami (OH)
1/23/2016,Alabama,Louisiana State
1/23/2016,Alabama-Birmingham,North Texas
1/23/2016,Alcorn State,Alabama A&M
1/23/2016,Austin Peay,Eastern Illinois
1/23/2016,Baylor,Oklahoma
1/23/2016,Boston University,Bucknell
1/23/2016,Bowling Green State,Kent State
1/23/2016,Bryant,Robert Morris
1/23/2016,Cal State Bakersfield,New Mexico State
1/23/2016,Cal State Fullerton,Cal Poly
1/23/2016,University of California,Arizona
1/23/2016,UC-Riverside,Long Beach State
1/23/2016,UC-Santa Barbara,Cal State Northridge
1/23/2016,Central Connecticut State,Saint Francis (PA)
1/23/2016,Central Michigan,Ohio
1/23/2016,Charleston Southern,Coastal Carolina
1/23/2016,Charlotte,Western Kentucky
1/23/2016,Chicago State,Utah Valley
1/23/2016,College of Charleston,Delaware
1/23/2016,Connecticut,Georgetown
1/23/2016,Cornell,Columbia
1/23/2016,Creighton,Butler
1/23/2016,Dartmouth,Harvard
1/23/2016,East Tennessee State,Citadel
1/23/2016,Eastern Kentucky,Tennessee Tech
1/23/2016,Eastern Michigan,Ball State
1/23/2016,Elon,James Madison
1/23/2016,Florida,Auburn
1/23/2016,Florida State,Pittsburgh
1/23/2016,Furman,Wofford
1/23/2016,Georgia,Arkansas
1/23/2016,Georgia Tech,Louisville
1/23/2016,Green Bay,Oakland
1/23/2016,Hampton,Savannah State
1/23/2016,Hawaii,UC-Davis
1/23/2016,Houston,South Florida
1/23/2016,Idaho State,Weber State
1/23/2016,Illinois State,Northern Iowa
1/23/2016,Incarnate Word,Abilene Christian
1/23/2016,Indiana,Northwestern
1/23/2016,IPFW,IUPUI
1/23/2016,Jackson State,Grambling
1/23/2016,Kansas,Texas
1/23/2016,Kansas State,Oklahoma State
1/23/2016,Kennesaw State,Stetson
1/23/2016,Kentucky,Vanderbilt
1/23/2016,Lamar,Houston Baptist
1/23/2016,Liberty,High Point
1/23/2016,Long Island University,St. Francis (NY)
1/23/2016,Louisiana-Lafayette,Troy
1/23/2016,Louisiana-Monroe,South Alabama
1/23/2016,Loyola (IL),Drake
1/23/2016,Loyola Marymount,San Diego
1/23/2016,Maryland-Eastern Shore,Bethune-Cookman
1/23/2016,Massachusetts,Saint Louis
1/23/2016,McNeese State,Northwestern State
1/23/2016,Miami (FL),Wake Forest
1/23/2016,Michigan State,Maryland
1/23/2016,Middle Tennessee,Rice
1/23/2016,Milwaukee,Detroit Mercy
1/23/2016,Minnesota,Illinois
1/23/2016,Mississippi State,Mississippi
1/23/2016,Missouri-Kansas City,Grand Canyon
1/23/2016,Montana,Eastern Washington
1/23/2016,Montana State,Idaho
1/23/2016,Murray State,Southern Illinois-Edwardsville
1/23/2016,Nebraska,Michigan
1/23/2016,Nevada,Nevada-Las Vegas
1/23/2016,Nicholls State,Central Arkansas
1/23/2016,Norfolk State,South Carolina State
1/23/2016,North Carolina-Asheville,Presbyterian
1/23/2016,North Carolina State,Duke
1/23/2016,Northeastern,Towson
1/23/2016,Northern Arizona,Northern Colorado
1/23/2016,Notre Dame,Boston College
1/23/2016,Old Dominion,Marshall
1/23/2016,Oral Roberts,Nebraska-Omaha
1/23/2016,Oregon,UCLA
1/23/2016,Pacific,Gonzaga
1/23/2016,Pepperdine,Brigham Young
1/23/2016,Prairie View,Arkansas-Pine Bluff
1/23/2016,Sacramento State,Portland State
1/23/2016,Saint Mary's (CA),Portland
1/23/2016,San Diego State,Utah State
1/23/2016,San Jose State,New Mexico
1/23/2016,Seattle,Texas-Rio Grande Valley
1/23/2016,South Carolina Upstate,Jacksonville
1/23/2016,South Dakota,South Dakota State
1/23/2016,Southern,Alabama State
1/23/2016,Southern Mississippi,Louisiana Tech
1/23/2016,Southern Utah,North Dakota
1/23/2016,Stanford,Arizona State
1/23/2016,Stephen F. Austin,Sam Houston State
1/23/2016,Tennessee,South Carolina
1/23/2016,Texas A&M,Missouri
1/23/2016,Texas A&M-Corpus Christi,New Orleans
1/23/2016,Texas-Arlington,Arkansas-Little Rock
1/23/2016,Texas Christian,Iowa State
1/23/2016,Texas-El Paso,Florida International
1/23/2016,Texas-San Antonio,Florida Atlantic
1/23/2016,Texas Southern,Mississippi Valley State
1/23/2016,Texas State,Arkansas State
1/23/2016,Texas Tech,West Virginia
1/23/2016,Washington State,Colorado
1/23/2016,Western Illinois,North Dakota State
1/23/2016,Western Michigan,Buffalo
1/23/2016,Wichita State,Bradley
1/23/2016,Wyoming,Boise State
1/23/2016,Xavier,Seton Hall
1/24/2016,Belmont,Tennessee State
1/24/2016,Canisius,Siena
1/24/2016,Cincinnati,Tulane
1/24/2016,Colgate,Holy Cross
1/24/2016,Drexel,North Carolina-Wilmington
1/24/2016,Fairfield,Iona
1/24/2016,Fairleigh Dickinson,Mount St. Mary's
1/24/2016,Fordham,Dayton
1/24/2016,Hofstra,William & Mary
1/24/2016,Indiana State,Evansville
1/24/2016,Iowa,Purdue
1/24/2016,La Salle,Saint Joseph's
1/24/2016,Lipscomb,Florida Gulf Coast
1/24/2016,Longwood,Winthrop
1/24/2016,Massachusetts-Lowell,Binghamton
1/24/2016,Memphis,East Carolina
1/24/2016,Missouri State,Southern Illinois
1/24/2016,Monmouth,Marist
1/24/2016,Morehead State,Jacksonville State
1/24/2016,New Hampshire,Hartford
1/24/2016,NJIT,North Florida
1/24/2016,North Carolina-Greensboro,Samford
1/24/2016,Northern Kentucky,Valparaiso
1/24/2016,Oregon State,Southern California
1/24/2016,Princeton,Bryn Athyn
1/24/2016,Radford,Gardner-Webb
1/24/2016,Rider,Quinnipiac
1/24/2016,Southeast Missouri State,Tennessee-Martin
1/24/2016,St. John's (NY),Marquette
1/24/2016,Temple,Southern Methodist
1/24/2016,Tulsa,Central Florida
1/24/2016,Vermont,Maryland-Baltimore County
1/24/2016,Villanova,Providence
1/24/2016,Virginia,Syracuse
1/24/2016,Virginia Commonwealth,St. Bonaventure
1/24/2016,Virginia Tech,North Carolina
1/24/2016,Wagner,Sacred Heart
1/24/2016,Washington,Utah
1/24/2016,Western Carolina,Mercer
1/24/2016,Wright State,Illinois-Chicago
1/24/2016,Youngstown State,Cleveland State
1/25/2016,Alcorn State,Alabama State
1/25/2016,Appalachian State,Georgia Southern
1/25/2016,Bucknell,Lafayette
1/25/2016,Delaware State,North Carolina A&T
1/25/2016,Green Bay,Detroit Mercy
1/25/2016,Hampton,South Carolina State
1/25/2016,Houston Baptist,Hillsdale
1/25/2016,Iowa State,Kansas
1/25/2016,McNeese State,Incarnate Word
1/25/2016,Miami (FL),Duke
1/25/2016,Milwaukee,Oakland
1/25/2016,New Orleans,Central Arkansas
1/25/2016,Nicholls State,Northwestern State
1/25/2016,Norfolk State,Savannah State
1/25/2016,Ohio State,Penn State
1/25/2016,Prairie View,Mississippi Valley State
1/25/2016,Richmond,Davidson
1/25/2016,Sam Houston State,Abilene Christian
1/25/2016,Southern,Alabama A&M
1/25/2016,Stephen F. Austin,Lamar
1/25/2016,Stony Brook,Maine
1/25/2016,Texas Southern,Arkansas-Pine Bluff
1/25/2016,Virginia Military Institute,Furman
1/26/2016,Akron,Northern Illinois
1/26/2016,Alabama,Tennessee
1/26/2016,Boston College,Florida State
1/26/2016,Buffalo,Ball State
1/26/2016,Central Florida,Memphis
1/26/2016,Duquesne,La Salle
1/26/2016,Fresno State,Wyoming
1/26/2016,Georgetown,Creighton
1/26/2016,Howard,Bethune-Cookman
1/26/2016,Illinois State,Drake
1/26/2016,Kent State,Eastern Michigan
1/26/2016,Louisiana State,Georgia
1/26/2016,Miami (OH),Central Michigan
1/26/2016,Nevada,San Diego State
1/26/2016,Niagara,Siena
1/26/2016,Oklahoma,Texas Tech
1/26/2016,Providence,Xavier
1/26/2016,South Carolina,Mississippi State
1/26/2016,Texas,Texas Christian
1/26/2016,Texas A&M-Corpus Christi,Southeastern Louisiana
1/26/2016,Toledo,Ohio
1/26/2016,Troy,South Alabama
1/26/2016,Vanderbilt,Florida
1/26/2016,Wake Forest,Virginia
1/26/2016,West Virginia,Kansas State
1/26/2016,Western Michigan,Bowling Green State
1/26/2016,Wisconsin,Indiana
1/27/2016,Albany (NY),Massachusetts-Lowell
1/27/2016,Arkansas,Texas A&M
1/27/2016,Army,Boston University
1/27/2016,Binghamton,Maryland-Baltimore County
1/27/2016,Bradley,Northern Iowa
1/27/2016,Butler,DePaul
1/27/2016,Cal State Northridge,UC-Irvine
1/27/2016,UC-Davis,Cal State Fullerton
1/27/2016,Campbell,High Point
1/27/2016,Clemson,Pittsburgh
1/27/2016,Coastal Carolina,North Carolina-Asheville
1/27/2016,Colorado,Stanford
1/27/2016,Colorado State,San Jose State
1/27/2016,Coppin State,North Carolina A&T
1/27/2016,Dayton,Saint Louis
1/27/2016,Delaware State,North Carolina Central
1/27/2016,East Carolina,Temple
1/27/2016,Eastern Kentucky,Murray State
1/27/2016,Florida Gulf Coast,Jacksonville
1/27/2016,Gardner-Webb,Liberty
1/27/2016,Hartford,Maine
1/27/2016,Holy Cross,Loyola (MD)
1/27/2016,Houston,Tulsa
1/27/2016,Indiana State,Missouri State
1/27/2016,Kentucky,Missouri
1/27/2016,Lehigh,Colgate
1/27/2016,Long Island University,Sacred Heart
1/27/2016,Longwood,Radford
1/27/2016,Marquette,Stetson
1/27/2016,Michigan,Rutgers
1/27/2016,Minnesota,Purdue
1/27/2016,Mississippi,Auburn
1/27/2016,Morehead State,Austin Peay
1/27/2016,Navy,American
1/27/2016,Nevada-Las Vegas,Boise State
1/27/2016,New Hampshire,Vermont
1/27/2016,New Mexico,Air Force
1/27/2016,NJIT,Lipscomb
1/27/2016,North Carolina State,Georgia Tech
1/27/2016,Oklahoma State,Baylor
1/27/2016,Rhode Island,Fordham
1/27/2016,Saint Joseph's,Massachusetts
1/27/2016,Seton Hall,St. John's (NY)
1/27/2016,South Carolina Upstate,Kennesaw State
1/27/2016,Tulane,South Florida
1/27/2016,Utah,University of California
1/27/2016,Virginia Tech,Louisville
1/27/2016,Wichita State,Loyola (IL)
1/27/2016,Winthrop,Charleston Southern
1/28/2016,Arizona,Oregon
1/28/2016,Arizona State,Oregon State
1/28/2016,Arkansas-Little Rock,Georgia Southern
1/28/2016,Arkansas State,Georgia State
1/28/2016,Brigham Young,Loyola Marymount
1/28/2016,Cal Poly,UC-Riverside
1/28/2016,Central Connecticut State,Bryant
1/28/2016,Citadel,North Carolina-Greensboro
1/28/2016,College of Charleston,Northeastern
1/28/2016,Connecticut,Cincinnati
1/28/2016,Delaware,William & Mary
1/28/2016,Denver,South Dakota
1/28/2016,Drexel,Towson
1/28/2016,Eastern Illinois,Tennessee-Martin
1/28/2016,Eastern Washington,Portland State
1/28/2016,Fairleigh Dickinson,Saint Francis (PA)
1/28/2016,Florida Atlantic,Old Dominion
1/28/2016,Florida International,Charlotte
1/28/2016,Furman,Western Carolina
1/28/2016,George Washington,Richmond
1/28/2016,Gonzaga,Santa Clara
1/28/2016,Grand Canyon,Cal State Bakersfield
1/28/2016,Hofstra,Elon
1/28/2016,Idaho,Sacramento State
1/28/2016,Idaho State,Southern Utah
1/28/2016,Illinois,Ohio State
1/28/2016,Illinois-Chicago,Youngstown State
1/28/2016,Jacksonville State,Belmont
1/28/2016,James Madison,North Carolina-Wilmington
1/28/2016,Long Beach State,UC-Santa Barbara
1/28/2016,Louisiana-Lafayette,Texas State
1/28/2016,Louisiana-Monroe,Texas-Arlington
1/28/2016,Louisiana Tech,Texas-San Antonio
1/28/2016,Marist,Niagara
1/28/2016,Marshall,Middle Tennessee
1/28/2016,Maryland,Iowa
1/28/2016,Mercer,Virginia Military Institute
1/28/2016,Mount St. Mary's,Robert Morris
1/28/2016,Northwestern,Michigan State
1/28/2016,Oral Roberts,IPFW
1/28/2016,Portland,San Francisco
1/28/2016,Quinnipiac,Monmouth
1/28/2016,Saint Peter's,Rider
1/28/2016,San Diego,Pepperdine
1/28/2016,South Dakota State,Nebraska-Omaha
1/28/2016,Southern California,Washington State
1/28/2016,Southern Illinois,Evansville
1/28/2016,Southern Illinois-Edwardsville,Southeast Missouri State
1/28/2016,Southern Mississippi,Texas-El Paso
1/28/2016,Syracuse,Notre Dame
1/28/2016,Tennessee Tech,Tennessee State
1/28/2016,Troy,Appalachian State
1/28/2016,UCLA,Washington
1/28/2016,Utah Valley,Seattle
1/28/2016,Valparaiso,Cleveland State
1/28/2016,Wagner,St. Francis (NY)
1/28/2016,Weber State,Northern Arizona
1/28/2016,Western Kentucky,Alabama-Birmingham
1/28/2016,Wofford,East Tennessee State
1/29/2016,Brown,Princeton
1/29/2016,Dartmouth,Columbia
1/29/2016,Davidson,Virginia Commonwealth
1/29/2016,Detroit Mercy,Northern Kentucky
1/29/2016,Fairfield,Canisius
1/29/2016,Harvard,Cornell
1/29/2016,Iona,Manhattan
1/29/2016,IUPUI,Western Illinois
1/29/2016,Milwaukee,Green Bay
1/29/2016,Oakland,Wright State
1/29/2016,Ohio,Kent State
1/29/2016,Yale,Pennsylvania
1/30/2016,Abilene Christian,Lamar
1/30/2016,Alabama A&M,Prairie View
1/30/2016,Alabama State,Texas Southern
1/30/2016,Arizona,Oregon State
1/30/2016,Arkansas,Texas Tech
1/30/2016,Arkansas-Little Rock,Georgia State
1/30/2016,Arkansas-Pine Bluff,Grambling
1/30/2016,Arkansas State,Georgia Southern
1/30/2016,Auburn,Oklahoma State
1/30/2016,Ball State,Akron
1/30/2016,Baylor,Georgia
1/30/2016,Bethune-Cookman,Florida A&M
1/30/2016,Boise State,New Mexico
1/30/2016,Brigham Young,Pepperdine
1/30/2016,Brown,Pennsylvania
1/30/2016,Bucknell,Army
1/30/2016,Cal State Fullerton,UC-Riverside
1/30/2016,UC-Davis,Cal Poly
1/30/2016,UC-Irvine,UC-Santa Barbara
1/30/2016,Central Connecticut State,St. Francis (NY)
1/30/2016,Central Michigan,Bowling Green State
1/30/2016,Charleston Southern,Gardner-Webb
1/30/2016,Citadel,Virginia Military Institute
1/30/2016,Coastal Carolina,Campbell
1/30/2016,Colgate,American
1/30/2016,Coppin State,Maryland-Eastern Shore
1/30/2016,Creighton,Seton Hall
1/30/2016,Dartmouth,Cornell
1/30/2016,Dayton,La Salle
1/30/2016,Delaware State,South Carolina State
1/30/2016,Denver,South Dakota State
1/30/2016,DePaul,Xavier
1/30/2016,Drake,Bradley
1/30/2016,Drexel,Hofstra
1/30/2016,East Carolina,Houston
1/30/2016,Eastern Kentucky,Morehead State
1/30/2016,Eastern Washington,Sacramento State
1/30/2016,Florida,West Virginia
1/30/2016,Florida Atlantic,Charlotte
1/30/2016,Florida International,Old Dominion
1/30/2016,Florida State,Clemson
1/30/2016,Furman,East Tennessee State
1/30/2016,Georgetown,Providence
1/30/2016,Gonzaga,San Francisco
1/30/2016,Grand Canyon,Seattle
1/30/2016,Hampton,Norfolk State
1/30/2016,Hartford,Albany (NY)
1/30/2016,Harvard,Columbia
1/30/2016,Hawaii,Long Beach State
1/30/2016,Holy Cross,Navy
1/30/2016,Houston Baptist,Sam Houston State
1/30/2016,Idaho,Portland State
1/30/2016,Idaho State,Northern Arizona
1/30/2016,Illinois-Chicago,Cleveland State
1/30/2016,Incarnate Word,Nicholls State
1/30/2016,Indiana,Minnesota
1/30/2016,Jacksonville,Stetson
1/30/2016,Jacksonville State,Tennessee State
1/30/2016,Kansas,Kentucky
1/30/2016,Kansas State,Mississippi
1/30/2016,Kennesaw State,NJIT
1/30/2016,Lipscomb,South Carolina Upstate
1/30/2016,Long Island University,Fairleigh Dickinson
1/30/2016,Louisiana-Lafayette,Texas-Arlington
1/30/2016,Louisiana-Monroe,Texas State
1/30/2016,Louisiana State,Oklahoma
1/30/2016,Louisville,Virginia
1/30/2016,Loyola (IL),Indiana State
1/30/2016,Loyola (MD),Lafayette
1/30/2016,Maine,Binghamton
1/30/2016,Marquette,Butler
1/30/2016,Marshall,Alabama-Birmingham
1/30/2016,Maryland-Baltimore County,New Hampshire
1/30/2016,Massachusetts,Fordham
1/30/2016,Mercer,North Carolina-Greensboro
1/30/2016,Miami (OH),Northern Illinois
1/30/2016,Mississippi Valley State,Jackson State
1/30/2016,Missouri,Mississippi State
1/30/2016,Missouri-Kansas City,Chicago State
1/30/2016,Missouri State,Illinois State
1/30/2016,Monmouth,Saint Peter's
1/30/2016,Montana State,Montana
1/30/2016,Morgan State,Howard
1/30/2016,Mount St. Mary's,Wagner
1/30/2016,Nebraska-Omaha,South Dakota
1/30/2016,Nevada-Las Vegas,San Diego State
1/30/2016,New Mexico State,Texas-Rio Grande Valley
1/30/2016,New Orleans,McNeese State
1/30/2016,North Carolina,Boston College
1/30/2016,North Carolina-Asheville,Longwood
1/30/2016,North Carolina A&T,Savannah State
1/30/2016,North Carolina State,Miami (FL)
1/30/2016,North Carolina-Wilmington,College of Charleston
1/30/2016,North Florida,Florida Gulf Coast
1/30/2016,Northeastern,Elon
1/30/2016,Northern Colorado,North Dakota
1/30/2016,Northwestern State,Southeastern Louisiana
1/30/2016,Pacific,Saint Mary's (CA)
1/30/2016,Portland,Santa Clara
1/30/2016,Presbyterian,Liberty
1/30/2016,Purdue,Nebraska
1/30/2016,Quinnipiac,Niagara
1/30/2016,Rhode Island,Saint Joseph's
1/30/2016,Rice,North Texas
1/30/2016,Sacred Heart,Bryant
1/30/2016,Saint Francis (PA),Robert Morris
1/30/2016,Saint Louis,Duquesne
1/30/2016,Samford,Chattanooga
1/30/2016,San Diego,Loyola Marymount
1/30/2016,San Jose State,Air Force
1/30/2016,Siena,Marist
1/30/2016,South Alabama,Appalachian State
1/30/2016,South Carolina,Alabama
1/30/2016,Southeast Missouri State,Austin Peay
1/30/2016,Southern,Alcorn State
1/30/2016,Southern California,Washington
1/30/2016,Southern Illinois-Edwardsville,Eastern Illinois
1/30/2016,Southern Methodist,Memphis
1/30/2016,Southern Mississippi,Texas-San Antonio
1/30/2016,Syracuse,Georgia Tech
1/30/2016,Tennessee-Martin,Murray State
1/30/2016,Tennessee Tech,Belmont
1/30/2016,Texas,Vanderbilt
1/30/2016,Texas A&M,Iowa State
1/30/2016,Texas A&M-Corpus Christi,Stephen F. Austin
1/30/2016,Texas Christian,Tennessee
1/30/2016,Toledo,Buffalo
1/30/2016,Towson,Delaware
1/30/2016,Tulsa,Tulane
1/30/2016,UCLA,Washington State
1/30/2016,Utah,Stanford
1/30/2016,Utah State,Nevada
1/30/2016,Utah Valley,Cal State Bakersfield
1/30/2016,Valparaiso,Youngstown State
1/30/2016,Vermont,Stony Brook
1/30/2016,Weber State,Southern Utah
1/30/2016,Western Kentucky,Middle Tennessee
1/30/2016,Western Michigan,Eastern Michigan
1/30/2016,Winthrop,Radford
1/30/2016,Wofford,Western Carolina
1/30/2016,Wyoming,Colorado State
1/30/2016,Yale,Princeton
1/30/2016,Michigan,Penn State
1/31/2016,Arizona State,Oregon
1/31/2016,Boston University,Lehigh
1/31/2016,Central Florida,Connecticut
1/31/2016,Colorado,University of California
1/31/2016,Detroit Mercy,Wright State
1/31/2016,Evansville,Wichita State
1/31/2016,George Mason,George Washington
1/31/2016,Illinois,Wisconsin
1/31/2016,Iowa,Northwestern
1/31/2016,IPFW,Western Illinois
1/31/2016,IUPUI,North Dakota State
1/31/2016,Louisiana Tech,Texas-El Paso
1/31/2016,Michigan State,Rutgers
1/31/2016,Northern Iowa,Southern Illinois
1/31/2016,Notre Dame,Wake Forest
1/31/2016,Ohio State,Maryland
1/31/2016,Pittsburgh,Virginia Tech
1/31/2016,Rider,Canisius
1/31/2016,South Florida,Temple
1/31/2016,St. Bonaventure,Richmond
1/31/2016,St. John's (NY),Villanova
1/31/2016,William & Mary,James Madison
2/1/2016,Alabama A&M,Texas Southern
2/1/2016,Alabama State,Prairie View
2/1/2016,American,Holy Cross
2/1/2016,Arkansas-Pine Bluff,Jackson State
2/1/2016,Army,Navy
2/1/2016,Baylor,Texas
2/1/2016,Chattanooga,Citadel
2/1/2016,Delaware State,Cheyney
2/1/2016,Eastern Illinois,St. Ambrose
2/1/2016,Fairfield,Quinnipiac
2/1/2016,Florida A&M,North Carolina Central
2/1/2016,Florida State,North Carolina State
2/1/2016,Houston,Southern Methodist
2/1/2016,Jacksonville,Florida Gulf Coast
2/1/2016,Kennesaw State,South Carolina Upstate
2/1/2016,Lamar,Sam Houston State
2/1/2016,Lipscomb,NJIT
2/1/2016,Louisville,North Carolina
2/1/2016,Loyola (MD),Colgate
2/1/2016,Maryland-Eastern Shore,Howard
2/1/2016,Mississippi Valley State,Grambling
2/1/2016,Morgan State,Coppin State
2/1/2016,New Orleans,Nicholls State
2/1/2016,North Florida,Stetson
2/1/2016,Northern Kentucky,Oakland
2/1/2016,Saint Peter's,Iona
2/1/2016,Samford,Mercer
2/1/2016,Siena,Monmouth
2/1/2016,Southeastern Louisiana,McNeese State
2/2/2016,Abilene Christian,Houston Baptist
2/2/2016,Air Force,Wyoming
2/2/2016,Auburn,Louisiana State
2/2/2016,Bethune-Cookman,Savannah State
2/2/2016,Boise State,Utah State
2/2/2016,Bowling Green State,Ball State
2/2/2016,Butler,Georgetown
2/2/2016,Central Michigan,Kent State
2/2/2016,DePaul,Providence
2/2/2016,Eastern Michigan,Miami (OH)
2/2/2016,Georgia,South Carolina
2/2/2016,Georgia Tech,Duke
2/2/2016,Hampton,Washington Adventist
2/2/2016,Incarnate Word,Texas A&M-Corpus Christi
2/2/2016,Indiana State,Drake
2/2/2016,Iowa State,West Virginia
2/2/2016,Liberty,Winthrop
2/2/2016,Louisiana-Lafayette,Louisiana-Monroe
2/2/2016,Manhattan,Rider
2/2/2016,Massachusetts,Rhode Island
2/2/2016,Michigan,Indiana
2/2/2016,Mississippi State,Alabama
2/2/2016,Missouri State,Bradley
2/2/2016,New Mexico,Nevada-Las Vegas
2/2/2016,Northern Illinois,Buffalo
2/2/2016,Northwestern State,Central Arkansas
2/2/2016,Ohio,Akron
2/2/2016,Oklahoma,Texas Christian
2/2/2016,San Diego State,Colorado State
2/2/2016,San Francisco,Menlo
2/2/2016,Syracuse,Virginia Tech
2/2/2016,Tennessee,Kentucky
2/2/2016,Toledo,Western Michigan
2/2/2016,Wake Forest,Clemson
2/3/2016,American,Bucknell
2/3/2016,Cal Poly,UC-Irvine
2/3/2016,UC-Riverside,Cal State Northridge
2/3/2016,Florida,Arkansas
2/3/2016,George Washington,Davidson
2/3/2016,Hartford,Massachusetts-Lowell
2/3/2016,High Point,Gardner-Webb
2/3/2016,Iowa,Penn State
